fecha_hora;nemotecnico;cantidad;monto;precio_limpio;tasa;rueda;fecha_emision;fecha_vencimiento;periodicidad;tasa_cupon;codigo_emisor;razon_social
2022-08-01:11:27:19.002439;TFIT21280542;10000000000;7940830000;77.761;12.275;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:11:25:26.002426;TUVT18250237;10000000;2540244150;79.964;5.825;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:11:23:43.002418;TFIT31261050;500000000;337224000;61.903;12.01;TRD;20191026;20501026;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:11:20:24.990159;BBPO6218D003;2000000000;1909740000;95.068;13.769;TRD;20210715;20240715;MV;1.59;BPO;BANCO POPULAR S.A.
2022-08-01:11:20:04.002392;TFIT08261125;500000000;461248000;88.003;10.705;ASPT;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:11:19:08.002386;TUVT18250237;10000000;2541551997;80.006;5.82;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:11:16:59.002364;TCO364060922;20000000000;19829820000;99.149;9.051;TRD;20210907;20220906;NO;0;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:11:14:51.002350;TUVT20040435;18000000;5172046326;90.726;5.8;TRD;20150404;20350404;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:11:13:28.002344;TFIT08031127;1993500000;1652420124;78.574;11.377;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:11:13:22.002343;TFIT16181034;1413100000;1083498664;70.915;11.869;TRD;20181018;20341018;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:11:10:06.990149;BCOS718SE007;3500000000;2936889410;83.911;14.8;TRD;20180411;20250411;TV;6.74;CHB;ENEL COLOMBIA S.A. E.S.P.
2022-08-01:11:10:06.990148;BCOS718SE007;3500000000;2935254000;83.864;14.8;TRD;20180411;20250411;TV;6.74;CHB;ENEL COLOMBIA S.A. E.S.P.
2022-08-01:11:08:11.002299;TFIT10260331;5000000000;3870290000;74.951;11.75;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:11:07:59.002296;TFIT15260826;5000000000;4797615000;88.966;11;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:11:06:59.002290;TUVT11070525;5000000;1533835458;97.69;4.4;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:11:05:48.002268;TFIT16240724;500000000;495671000;98.915;10.63;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:11:04:44.002264;TFIT10260331;730000000;545597261;72.243;12.39;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:11:04:44.002263;TFIT10260331;730000000;545293940;72.243;12.39;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:11:03:56.002259;TCO364060922;30000000000;29744730000;99.149;9.051;TRD;20210907;20220906;NO;0;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:11:03:41.990141;BBOC1069B144;1000000000;879410000;87.722;17.5;TRD;20161026;20281026;TV;3.9;BOC;BANCO DE OCCIDENTE S.A.
2022-08-01:11:01:40.002231;TFIT08261125;45000000000;41527523627;88.015;10.7;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:11:01:40.002230;TFIT08261125;45000000000;41517720000;88.015;10.7;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:11:00:59.002221;TFIT15260826;5000000000;4797765000;88.969;10.999;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:11:00:28.002205;TUVT11070525;5000000;1531500017;97.54;4.46;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:11:00:13.002204;TUVT11070525;5000000;1531500017;97.54;4.46;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:59:52.002203;TFIT31261050;1500000000;1012452000;61.955;12;TRD;20191026;20501026;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:59:19.002196;TFIT31261050;64700000000;43360969500;61.437;12.1;TRD;20191026;20501026;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:58:07.002186;TUVT20040435;150000000;43100386047;90.726;5.8;TRD;20150404;20350404;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:57:37.002184;TUVT18250237;5000000;1234841339;77.698;6.101;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:56:28.002157;TFIT10260331;1000000000;771888000;74.734;11.8;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:55:14.002149;TFIT08031127;100000000;82742200;78.473;11.4;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:54:16.002140;TFIT08261125;5000000000;4583080000;87.415;10.945;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:54:15.002139;TFIT16240724;6000000000;5943972000;98.847;10.67;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:53:08.002117;TFIT10260331;5000000000;3859440000;74.734;11.8;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:53:02.002115;TFIT16240724;500000000;496346000;99.05;10.55;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:52:50.002112;TFIT16240724;500000000;495586000;98.898;10.64;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:52:50.002111;TFIT16280428;500000000;397983000;78.035;11.407;ASPT;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:52:38.002108;TFIT16240724;1500000000;1486758000;98.898;10.64;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:52:24.002104;TUVT20040435;20000000;5624776954;88.768;6.04;TRD;20150404;20350404;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:52:14.002099;TFIT16240724;2000000000;1987084000;99.135;10.5;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:52:14.002098;TFIT16240724;500000000;496771000;99.135;10.5;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:52:04.002096;TFIT10260331;500000000;387459000;75.037;11.73;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:51:56.002093;TFIT10260331;500000000;387459000;75.037;11.73;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:51:01.002070;TUVT11070525;5000000;1530238878;97.459;4.492;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:50:17.002045;TFIT10260331;1000000000;768628000;74.408;11.875;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:49:02.002029;TFIT16240724;1000000000;991172000;98.898;10.64;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:48:48.002026;TUVT32160649;50000000;11613863646;73.817;5.67;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:48:48.002025;TUVT32160649;50000000;11566600991;73.817;5.67;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:48:13.002021;TFIT16181034;6000000000;4601922000;70.998;11.85;TRD;20181018;20341018;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:47:36.002006;TUVT32160649;80000000;18582181833;73.817;5.67;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:47:36.002005;TUVT32160649;80000000;18506561585;73.817;5.67;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:45:58.990118;BBOC1179B144;500000000;438910525;87.782;17.1;TRD;20170427;20290427;TV;3.66;BOC;BANCO DE OCCIDENTE S.A.
2022-08-01:10:45:58.990117;BBOC1179B144;500000000;438483000;87.696;17.1;TRD;20170427;20290427;TV;3.66;BOC;BANCO DE OCCIDENTE S.A.
2022-08-01:10:45:28.001984;TUVT18250237;2000000;509350449;80.173;5.8;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:45:22.001983;TUVT18250237;5700000;1451648781;80.173;5.8;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:45:16.001982;TUVT18250237;7300000;1859129140;80.173;5.8;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:45:06.990116;BBOC1069B144;550000000;491464816;89.357;17.08;TRD;20161026;20281026;TV;3.9;BOC;BANCO DE OCCIDENTE S.A.
2022-08-01:10:45:06.990115;BBOC1069B144;550000000;490986100;89.27;17.08;TRD;20161026;20281026;TV;3.9;BOC;BANCO DE OCCIDENTE S.A.
2022-08-01:10:44:32.001973;TUVT11070525;10000000;3059076492;97.414;4.51;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:43:39.001961;TUVT32160649;250000000;56820980303;72.517;5.79;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:43:06.001950;TFIT16240724;10000000000;9902220000;98.803;10.696;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:42:59.001949;TFIT10260331;5000000000;3844390000;74.433;11.87;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:42:45.001948;TFIT08031127;1500000000;1243083000;78.603;11.36;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:42:38.990114;BBMM120SA003;600000000;586170000;96.352;13.9;TRD;20200212;20230212;TV;6.19;BMM;BANCO MUNDO MUJER S.A.
2022-08-01:10:42:02.001940;TUVT11070525;10000000;3059076492;97.414;4.51;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:39:32.001923;TFIT21280542;10000000000;7914030000;77.493;12.32;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:38:53.001922;TUVT10180429;10000000;2575129418;82.05;5.52;TRD;20190418;20290418;AV;2.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:38:36.001921;TFIT16240724;5000000000;4956610000;98.913;10.631;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:36:37.001913;TFIT08031127;1500000000;1236258000;78.148;11.5;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:36:09.001910;TFIT08031127;1500000000;1243083000;78.603;11.36;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:34:12.001906;TUVT11070525;10000000;3058702821;97.402;4.515;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:32:40.001897;TFIT10260331;500000000;383779000;74.301;11.9;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:32:35.001894;TFIT10260331;7400000000;5536194319;72.243;12.39;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:32:35.001893;TFIT10260331;7400000000;5527637200;72.243;12.39;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:32:31.001887;TFIT10260331;500000000;383779000;74.301;11.9;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:31:26.001870;TFIT16280428;5000000000;3963680000;77.712;11.501;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:30:56.001866;TFIT16280428;5000000000;3964030000;77.719;11.499;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:29:55.001860;TUVT20040435;20000000;5670115658;89.496;5.95;TRD;20150404;20350404;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:29:48.001858;TUVT20040435;100000000;28477626310;89.904;5.9;TRD;20150404;20350404;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:29:31.001853;TFIT08031127;5000000000;4143610000;78.603;11.36;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:25:46.001818;TUVT32160649;100000000;21886076220;69.812;6.05;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:24:50.001811;TFIT16240724;500000000;495661000;98.913;10.631;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:24:28.001810;TUVT18250237;5000000;1235713237;77.754;6.094;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:23:31.001804;TFIT16090736;3000000000;1876974000;62.172;11.95;TRD;20200709;20360709;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:22:34.001794;TFIT16240724;59100000;58581929;98.822;10.685;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:22:01.001789;TFIT16240724;6000000000;5943972000;98.847;10.67;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:21:26.001787;TFIT08261125;5000000000;4572730000;87.208;11.03;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:18:48.001757;TFIT21280542;80000000000;62747440000;76.787;12.44;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:18:08.001740;TFIT08261125;1000000000;916426000;87.396;10.953;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:17:36.001738;TFIT15260826;88500000;84558122;88.498;11.169;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:16:53.001725;TFIT16300632;1000000000;722407000;71.627;12.05;TRD;20160630;20320630;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:16:39.001722;TFIT08031127;500000000;413696000;78.47;11.401;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:16:13.001720;TFIT21280542;1724600000;1354671575;76.852;12.429;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:16:10.001718;TFIT08031127;1000000000;827392000;78.47;11.401;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:16:03.001716;TFIT08031127;3500000000;2895872000;78.47;11.401;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:15:57.001706;TFIT08031127;5000000000;4137310000;78.477;11.399;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:15:55.001704;TFIT08031127;5000000000;4132110000;78.373;11.431;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:15:29.001699;TUVT11070525;5000000;1527981285;97.314;4.55;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:15:06.001695;TFIT10260331;5000000000;3812340000;73.792;12.02;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:13:35.990085;BBMM120SA003;600000000;585636000;96.263;14.1;TRD;20200212;20230212;TV;6.19;BMM;BANCO MUNDO MUJER S.A.
2022-08-01:10:10:10.001650;TFIT16240724;1000000000;989822000;98.763;10.72;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:08:27.990077;BODS120SA003;600000000;545118000;90.433;14.875;TRD;20201002;20231002;TV;5.2;ODS;ODINSA S.A.
2022-08-01:10:07:23.001620;TFIT10260331;3000000000;2288694000;73.835;12.01;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:03:53.990073;BDVI920SF084;1500000000;1122225000;73.444;14.9;TRD;20200211;20270211;TV;6.24;DVI;BANCO DAVIVIENDA S.A
2022-08-01:10:03:51.990072;BISG319SA008;2000000000;1513700000;74.641;14.88;TRD;20190606;20270606;TV;6.98;ISG;ISAGEN S.A. E.S.P.
2022-08-01:10:03:24.001578;TFIT08261125;600000000;549628800;87.324;10.99;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:03:19.001576;TFIT16280428;1000000000;791355000;77.541;11.555;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:02:35.001573;TFIT10260331;3000000000;2289954000;73.877;12;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:02:26.001571;TFIT08031127;5000000000;4132460000;78.38;11.429;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:10:00:17.001561;TFIT16280428;5000000000;3958530000;77.609;11.531;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:57:07.001527;TFIT16240724;6000000000;5940732000;98.793;10.702;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:56:35.001522;TFIT10260331;4000000000;2988564787;72.243;12.39;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:56:35.001521;TFIT10260331;4000000000;2987912000;72.243;12.39;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:56:31.001518;TFIT10260331;5350000000;3998952178;72.243;12.39;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:56:31.001517;TFIT10260331;5350000000;3996332300;72.243;12.39;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:56:30.001516;TFIT08031127;2000000000;1651604000;78.311;11.45;ASPT;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:53:28.001493;TFIT16240724;5000000000;4951510000;98.811;10.692;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:53:10.001491;TFIT16240724;1000000000;989822000;98.763;10.72;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:52:25.001473;TFIT16240724;1000000000;990152000;98.796;10.7;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:51:13.001454;TFIT10260331;5000000000;3805990000;73.665;12.05;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:49:55.001444;TUVT18250237;80000000;19659310598;77.304;6.15;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:49:40.001443;TFIT16240724;10000000000;9898220000;98.763;10.72;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:49:30.001442;TFIT21280542;34000000000;26568722000;76.496;12.49;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:49:24.001440;TFIT16240724;1000000000;989732000;98.754;10.725;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:49:23.001439;TFIT21280542;23000000000;17972959000;76.496;12.49;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:49:15.001438;TFIT16240724;5000000000;4948660000;98.754;10.725;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:49:14.001437;TFIT21280542;3000000000;2344299000;76.496;12.49;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:49:14.001436;TFIT16240724;5000000000;4948860000;98.758;10.723;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:49:01.001435;TUVT32160649;42000000;9152524241;69.509;6.08;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:48:54.001432;TUVT32160649;58000000;12639200142;69.509;6.08;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:43:53.001391;TFIT16240724;10000000000;9901520000;98.796;10.7;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:39:37.001352;TUVT20250333;40000000;9811827538;77.393;5.92;TRD;20130325;20330325;AV;3;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:39:37.001351;TUVT20250333;40000000;9771898274;77.393;5.92;TRD;20130325;20330325;AV;3;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:36:36.001330;TFIT31261050;5000000000;3310540000;60.669;12.25;TRD;20191026;20501026;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:33:57.001310;TFIT08031127;500000000;412901000;78.311;11.45;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:33:46.001309;TFIT08031127;1500000000;1238703000;78.311;11.45;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:33:37.001307;TFIT08031127;4000000000;3303208000;78.311;11.45;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:32:43.001301;TFIT16280428;5000000000;3955280000;77.544;11.55;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:31:35.001291;TFIT08261125;5000000000;4575180000;87.257;11.01;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:30:52.001286;TFIT16280428;5000000000;3953580000;77.51;11.56;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:28:07.001245;TFIT31261050;5000000000;3310540000;60.669;12.25;TRD;20191026;20501026;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:25:14.001211;TFIT16280428;5000000000;3958880000;77.616;11.529;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:18:41.001086;TFIT08031127;500000000;412091000;78.149;11.5;ASPT;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:12:47.000999;TFIT10260331;1847200000;1405368232;73.607;12.065;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:10:53.000977;TFIT08031127;2000000000;1643864000;77.924;11.57;ASPT;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:09:11.000963;TFIT21280542;20000000000;15651860000;76.612;12.47;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:09:00:43.000890;TFIT08031127;11110400000;9127960218;77.872;11.589;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:08:59:04.000876;TFIT10260331;1000000000;761628000;73.708;12.04;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:08:58:56.000874;TFIT10260331;1000000000;761628000;73.708;12.04;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:08:58:46.000873;TFIT10260331;2000000000;1523256000;73.708;12.04;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:08:54:31.000804;TFIT16240724;500000000;495076000;98.796;10.7;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:08:52:51.000789;TFIT16240724;1000000000;990152000;98.796;10.7;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:08:52:37.000786;TFIT16240724;1500000000;1485228000;98.796;10.7;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:08:51:10.000777;TFIT16240724;2000000000;1979644000;98.763;10.72;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:08:50:34.000758;TFIT16240724;10000000000;9901520000;98.796;10.7;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:08:50:12.000754;TFIT10260331;1500000000;1140207000;73.559;12.075;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:08:49:24.000694;TFIT08261125;10000000000;9128460000;87.038;11.1;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:08:46:35.000648;TFIT31261050;1000000000;657098000;60.168;12.35;TRD;20191026;20501026;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-08-01:08:45:56.000638;TFIT08031127;1000000000;820832000;77.814;11.604;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
