fecha_hora;nemotecnico;cantidad;monto;precio_limpio;tasa;rueda;fecha_emision;fecha_vencimiento;periodicidad;tasa_cupon;codigo_emisor;razon_social
2022-09-02:11:50:54.002510;TFIT16240724;30000000000;29723970000;97.984;11.21;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:50:09.002504;TUVT11070525;135000000;42027034279;98.147;4.24;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:49:49.002501;TUVT11070525;130000000;40470477454;98.147;4.24;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:47:09.002472;TUVT32160649;5000000;1126927794;71.075;5.93;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:44:59.002449;TFIT10260331;2000000000;1533190000;73.591;12.103;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:42:03.002436;BGLT10280126;2000000;8521976482;94.9;6.283;TRD;20160128;20260128;SV;4.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:41:54.002435;TFIT21280542;25000000000;19913800000;77.197;12.37;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:41:47.002432;TFIT21280542;25000000000;19913800000;77.197;12.37;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:41:11.002429;TFIT21280542;25000000000;19913800000;77.197;12.37;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:40:55.002428;TFIT21280542;25000000000;19913800000;77.197;12.37;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:40:47.002427;TFIT21280542;25000000000;19913800000;77.197;12.37;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:40:33.002419;BGLT10280126;2000000;8513042422;94.8;6.319;TRD;20160128;20260128;SV;4.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:40:19.002417;TFIT21280542;25000000000;19913800000;77.197;12.37;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:39:17.002406;TUVT32160649;55000000;12410520377;71.158;5.922;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:39:07.002405;TFIT10260331;27000000000;20696985000;73.587;12.104;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:39:02.002404;TUVT20250333;75000000;18872352920;78.923;5.71;TRD;20130325;20330325;AV;3;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:38:24.990308;BBPO520SB036;115000000;112842600;97.666;11.95;TRD;20200204;20230204;TV;5.88;BPO;BANCO POPULAR S.A.
2022-09-02:11:37:46.002397;TFIT08261125;4000000000;3640100000;86.208;11.58;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:37:12.002392;TFIT08261125;4000000000;3640100000;86.208;11.58;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:33:45.990287;BBCX09129B12;1600000000;1655504368;103.469;8.483;TRD;20120906;20220906;TV;4.02;BCX;BANCO DE COMERCIO EXTERIOR DE COLOMBIA S.A.
2022-09-02:11:33:45.990286;BBCX09129B12;1600000000;1654584000;103.411;8.483;TRD;20120906;20220906;TV;4.02;BCX;BANCO DE COMERCIO EXTERIOR DE COLOMBIA S.A.
2022-09-02:11:32:04.002355;TFIT10260331;500000000;383342500;73.6;12.101;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:27:16.002327;TFIT21280542;4000000000;3177048000;76.968;12.409;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:26:54.002324;TFIT21280542;4000000000;3177048000;76.968;12.409;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:21:25.990258;BBPO8228D002;4000000000;3913120000;97.142;14.182;TRD;20220310;20240310;MV;2.68;BPO;BANCO POPULAR S.A.
2022-09-02:11:20:00.002252;TFIT16280428;5000000000;3918035000;76.273;12;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:18:28.002227;TUVT11170327;5000000;1477918788;92.735;5.13;TRD;20160317;20270317;AV;3.3;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:17:46.002211;TFIT10260331;1000000000;766635000;73.595;12.102;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:17:15.002208;TUVT11070525;5000000;1557717048;98.221;4.21;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:16:56.002205;TFIT16181034;5000000000;3802365000;69.711;12.14;TRD;20181018;20341018;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:16:36.990252;BBPO8228D002;1500000000;1467810000;97.168;14.16;TRD;20220310;20240310;MV;2.68;BPO;BANCO POPULAR S.A.
2022-09-02:11:16:28.990251;BDVI1139C12;1500000000;1510080000;99.953;13.864;TRD;20130213;20230213;TV;3.23;DVI;BANCO DAVIVIENDA S.A
2022-09-02:11:16:27.990250;BBPO8228D002;2500000000;2446350000;97.168;14.16;TRD;20220310;20240310;MV;2.68;BPO;BANCO POPULAR S.A.
2022-09-02:11:16:09.002189;TFIT16181034;5000000000;3802865000;69.721;12.138;TRD;20181018;20341018;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:13:46.002152;TFIT08261125;5000000000;4548925000;86.184;11.59;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:13:36.990232;BGAA5169A010;30000000;27516300;91.382;17.68;TRD;20161124;20261124;TV;3.86;GAA;GRUPO AVAL ACCIONES Y VALORES S.A.
2022-09-02:11:12:23.002140;TFIT08261125;1000000000;910205000;86.226;11.572;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:10:03.002118;TUVT10180429;1500000;386869481;81.405;5.695;TRD;20190418;20290418;AV;2.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:09:52.002116;TUVT10180429;1500000;386869481;81.405;5.695;TRD;20190418;20290418;AV;2.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:09:42.002110;TUVT10180429;2000000;515825765;81.405;5.695;TRD;20190418;20290418;AV;2.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:08:21.002097;TFIT10260331;82000000000;62926144000;73.594;12.107;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:07:30.002086;TFIT10260331;500000000;383257500;73.583;12.105;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:07:23.002085;TFIT15260826;1000000000;872718000;87.128;11.727;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:07:14.002084;TFIT15260826;11000000000;9584134133;86.923;11.801;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:07:14.002083;TFIT15260826;11000000000;9577348000;86.923;11.801;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:05:39.002070;TFIT16300632;3500000000;2541364000;71.383;12.13;TRD;20160630;20320630;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:03:26.002034;TUVT10180429;5000000;1289517377;81.402;5.695;TRD;20190418;20290418;AV;2.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:11:03:06.990206;BCCB517SA006;50000000;47731000;95.302;14.1;TRD;20170524;20230524;TV;6.65;CCB;CEMENTOS ARGOS S.A.
2022-09-02:10:51:19.001896;TFIT10260331;500000000;382942500;73.52;12.12;ASPT;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:47:32.001848;TFIT10260331;1000000000;765885000;73.52;12.12;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:47:16.001844;TFIT16240724;500000000;495399500;97.984;11.21;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:47:13.001843;TUVT20040435;5000000;1453917849;90.767;5.8;TRD;20150404;20350404;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:43:38.001785;TFIT08031127;1000000000;817003000;76.927;11.978;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:42:14.990153;BSBCX222SB36;1000000000;937400000;93.049;15.45;TRD;20220511;20250511;TV;11.96;BCX;BANCO DE COMERCIO EXTERIOR DE COLOMBIA S.A.
2022-09-02:10:42:12.001772;TFIT16181034;3500000000;2656650500;69.568;12.17;TRD;20181018;20341018;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:41:58.001769;TFIT10260331;4000000000;3065220000;73.562;12.11;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:36:58.001727;TFIT16280428;5000000000;3916385000;76.24;12.01;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:36:48.001726;TFIT08031127;2000000000;1639206000;77.187;11.895;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:36:46.001724;TFIT08031127;1000000000;818033000;77.03;11.945;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:35:52.001718;TFIT21280542;394700000;313818865;77.05;12.395;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:35:09.001709;TFIT08031127;2000000000;1636066000;77.03;11.945;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:35:04.001708;TUVT11070525;5000000;1559018379;98.304;4.176;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:33:29.001685;TUVT20040435;35000000;10250079992;91.429;5.72;TRD;20150404;20350404;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:30:00.990117;BBBO221SE003;500000000;430625000;85.913;15.14;TRD;20210210;20240210;TV;3.4;BBO;BANCO DE BOGOTA S.A.
2022-09-02:10:28:34.990112;BDVI1139C12;1500000000;1510335000;99.97;13.82;TRD;20130213;20230213;TV;3.23;DVI;BANCO DAVIVIENDA S.A
2022-09-02:10:27:54.990110;BCCB517SA006;200000000;190094000;94.887;14.8;TRD;20170524;20230524;TV;6.65;CCB;CEMENTOS ARGOS S.A.
2022-09-02:10:25:25.990106;BSBCX222SB36;500000000;467855000;92.88;15.54;TRD;20220511;20250511;TV;11.96;BCX;BANCO DE COMERCIO EXTERIOR DE COLOMBIA S.A.
2022-09-02:10:25:20.990104;BSBCX222SB36;500000000;467855000;92.88;15.54;TRD;20220511;20250511;TV;11.96;BCX;BANCO DE COMERCIO EXTERIOR DE COLOMBIA S.A.
2022-09-02:10:23:02.001584;TFIT10260331;2000000000;1532190000;73.541;12.115;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:22:01.001576;TFIT21280542;1000000000;795432000;77.085;12.389;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:19:46.001553;TFIT08261125;5000000000;4552425000;86.254;11.56;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:18:42.001545;TUVT11070525;40000000;12475533633;98.331;4.165;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:18:35.001544;TUVT11070525;29040000;9057237418;98.331;4.165;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:18:27.001540;TUVT11070525;31099000;9699415551;98.331;4.165;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:18:07.001529;BGLT11210323;13891000000;13649254927;96.222;11.964;TRD;20120921;20230321;AV;4.375;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:16:42.001519;TFIT16181034;25000000000;19005825000;69.687;12.145;TRD;20181018;20341018;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:16:36.001518;TFIT16181034;25000000000;19005825000;69.687;12.145;TRD;20181018;20341018;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:14:54.001502;TFIT16240724;792000000;786380760;98.085;11.15;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:12:39.001474;TFIT21280542;500000000;398276000;77.197;12.37;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:12:22.001470;TFIT21280542;500000000;398276000;77.197;12.37;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:11:01.001453;TFIT10260331;16000000000;12281040000;73.688;12.08;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:10:22.001447;BGLT31180937;2500000;10903149159;94.17;8.212;TRD;20060918;20370918;SV;7.375;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:09:52.001441;TFIT16280428;500000000;392628500;76.438;11.95;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:07:54.001411;TFIT08031127;1000000000;819443000;77.171;11.9;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:07:14.001401;TFIT10260331;16000000000;12277680000;73.667;12.085;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:05:40.001371;TFIT10260331;3695100000;2839736081;73.687;12.086;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:01:04.001305;TUVT11070525;50000000;15592535598;98.319;4.17;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:10:00:54.001302;BGLT31180937;2500000;10895331857;94.1;8.22;TRD;20060918;20370918;SV;7.375;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:58:51.001276;TFIT16181034;1000000000;761193000;69.783;12.125;TRD;20181018;20341018;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:52:59.001236;TFIT16280428;31611700000;24846132354;76.428;11.965;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:52:56.001235;TFIT21280542;20500000000;16312506000;77.115;12.384;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:52:54.001233;TFIT16090736;35744700000;22260869798;61.25;12.167;TRD;20200709;20360709;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:52:49.001232;TFIT21280542;15500000000;12333846000;77.115;12.384;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:45:26.001145;TFIT16181034;1000000000;760528000;69.637;12.159;TRD;20181018;20341018;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:44:47.001140;TFIT16181034;1400000000;1066349200;69.752;12.135;TRD;20181018;20341018;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:44:43.001139;TFIT16240724;4754200000;4721866686;98.087;11.15;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:44:38.001138;TFIT16280428;5550000000;4360018950;76.389;11.977;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:43:41.001126;TFIT10260331;1000000000;766515000;73.583;12.105;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:33:40.001067;TFIT10260331;1000000000;766725000;73.604;12.1;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:33:20.001061;TFIT10260331;500000000;383572500;73.646;12.09;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:33:12.001060;TFIT10260331;2500000000;1917862500;73.646;12.09;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:31:39.001045;TFIT10260331;500000000;383572500;73.646;12.09;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:31:25.001044;TFIT10260331;2500000000;1917862500;73.646;12.09;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:30:07.001032;TFIT10260331;70000000000;53763780000;73.641;12.097;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:29:17.001017;TFIT31261050;21750000000;14543072250;60.588;12.275;TRD;20191026;20501026;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:26:37.000925;TFIT08261125;5000000000;4552425000;86.254;11.56;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:26:02.000918;TFIT21280542;5000000000;3975410000;77.05;12.395;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:21:49.000870;TFIT10260331;5000000000;3835725000;73.646;12.09;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:13:44.000773;TFIT10260331;15000000000;11494575000;73.562;12.11;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:07:40.000662;TFIT21280542;500000000;398276000;77.197;12.37;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:07:32.000654;TFIT21280542;500000000;398276000;77.197;12.37;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:04:47.000625;TFIT10260331;500000000;382942500;73.52;12.12;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:04:34.000624;TFIT10260331;1000000000;765675000;73.499;12.125;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:03:09.000607;TFIT10260331;5000000000;3833625000;73.604;12.1;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:03:01.000606;TFIT10260331;10000000000;7656750000;73.499;12.125;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:09:02:29.990023;BBPO721SB003;100000000;85035000;84.604;16.5;CVDP;20211111;20241111;TV;7.34;BPO;BANCO POPULAR S.A.
2022-09-02:08:54:58.000510;TFIT21280542;1000000000;795962000;77.138;12.38;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:08:48:50.000424;TFIT16180930;1241000000;1067746472;78.544;12.065;TRD;20140918;20300918;AV;7.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:08:45:53.000390;BGLT11150431;1300000;4424030369;74.95;7.182;TRD;20200604;20310415;SV;3.125;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-02:08:33:39.000088;BGLT11150431;1300000;4428385723;75.025;7.167;TRD;20200604;20310415;SV;3.125;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:17:05:59.006833;TFIT15260826;761600000;664099968;86.972;11.792;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:17:04:32.006832;TFIT16180930;1190500000;1018046551;78.019;12.19;TRD;20140918;20300918;AV;7.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:15:41:00.990808;BITU9208B036;1500000000;1459806598;97.32;14.093;TRD;20200929;20230929;MV;1.28;ITU;ITAU CORPBANCA COLOMBIA S.A.
2022-09-01:15:41:00.990807;BITU9208B036;1500000000;1449367500;96.624;14.093;TRD;20200929;20230929;MV;1.28;ITU;ITAU CORPBANCA COLOMBIA S.A.
2022-09-01:15:18:22.006823;BGLT11220432;2282000;7525130862;73.35;7.247;TRD;20210422;20320422;SV;3.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:15:12:56.006822;BGLT11220432;2284000;7516577225;73.2;7.274;TRD;20210422;20320422;SV;3.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:15:02:21.990793;BDVI4179C084;500000000;492650000;95.684;16.823;TRD;20170607;20240607;TV;3.13;DVI;BANCO DAVIVIENDA S.A
2022-09-01:14:14:09.005547;TFIT10260331;75000000000;57235725000;73.265;12.179;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:14:01:35.990759;BBCX09129B12;2030000000;2099072081;103.402;8.869;TRD;20120906;20220906;TV;4.02;BCX;BANCO DE COMERCIO EXTERIOR DE COLOMBIA S.A.
2022-09-01:14:01:35.990758;BBCX09129B12;2030000000;2098683020;103.383;8.869;TRD;20120906;20220906;TV;4.02;BCX;BANCO DE COMERCIO EXTERIOR DE COLOMBIA S.A.
2022-09-01:13:54:50.990757;BEPM05139A10;100000000;102292000;98.781;16.4;TRD;20131204;20231204;TV;4.52;EPM;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
2022-09-01:13:53:50.990755;BEPM05139A10;100000000;101896000;98.385;16.8;TRD;20131204;20231204;TV;4.52;EPM;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
2022-09-01:13:53:25.990754;BBOC119SA060;1000000000;855760000;84.403;15.49;TRD;20190918;20240918;TV;5.83;BOC;BANCO DE OCCIDENTE S.A.
2022-09-01:13:36:23.004737;TFIT16300632;8000000000;5786840574;71.07;12.2;TRD;20160630;20320630;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:13:36:23.004736;TFIT16300632;8000000000;5782256000;71.07;12.2;TRD;20160630;20320630;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:13:28:32.004651;BGLT20280627;18562000000;17074626940;90.098;12.7;TRD;20070628;20270628;AV;9.85;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:13:28:23.004649;BGLT20280627;10000000000;9247100000;90.582;12.55;TRD;20070628;20270628;AV;9.85;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:13:28:17.004647;BGLT20280627;10000000000;9230900000;90.42;12.6;TRD;20070628;20270628;AV;9.85;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:13:25:03.004633;BGLT10250427;3000000;12029063114;89.25;6.711;TRD;20170425;20270425;SV;3.875;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:13:19:00.990716;BBOC3169B120;2000000000;1856534953;92.826;18.409;TRD;20160610;20260610;TV;4.6;BOC;BANCO DE OCCIDENTE S.A.
2022-09-01:13:19:00.990715;BBOC3169B120;2000000000;1908186000;95.409;18.409;TRD;20160610;20260610;TV;4.6;BOC;BANCO DE OCCIDENTE S.A.
2022-09-01:13:13:44.004564;TFIT16180930;2000000000;1708440000;78.033;12.18;TRD;20140918;20300918;AV;7.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:13:13:14.004562;BGLT10250427;3000000;12022428959;89.2;6.725;TRD;20170425;20270425;SV;3.875;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:13:12:00.004555;TFIT10260331;2000000000;1526346000;73.268;12.179;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:13:06:00.004512;TFIT16240724;5040000000;5004644400;98.093;11.145;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:13:05:36.004510;TUVT10180429;250000000;65192640507;82.093;5.55;TRD;20190418;20290418;AV;2.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:13:05:36.004509;TUVT10180429;250000000;64995867588;82.093;5.55;TRD;20190418;20290418;AV;2.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:13:05:09.004508;TFIT08031127;5424200000;4436957631;76.963;11.979;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:13:04:32.004501;TUVT11070525;10000000;3115827190;98.269;4.19;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:13:04:23.004500;TFIT15260826;1874900000;1635662760;87.014;11.777;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:13:03:30.004494;TFIT10260331;68000000000;52116696000;73.497;12.13;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:13:03:28.004493;TFIT10260331;1000000000;763343000;73.285;12.175;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:13:02:45.990686;BITU4189C060;1000000000;1016600000;99.26;14.729;TRD;20180621;20230621;TV;3.19;ITU;ITAU CORPBANCA COLOMBIA S.A.
2022-09-01:13:01:34.004484;TFIT16240724;27855800000;27755867373;98.272;11.03;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:13:01:34.004483;TFIT16240724;27855800000;27672090999;98.272;11.03;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:13:01:32.004482;TFIT08261125;2000000000;1818108000;86.128;11.61;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:13:01:12.004478;TFIT21280542;500000000;397124500;76.992;12.405;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
2022-09-01:13:00:09.990675;BBPO3189C005;1500000000;1504365000;99.403;14.618;TRD;20180508;20230508;TV;3.08;BPO;BANCO POPULAR S.A.
